developer,release_year,total_items,free_items,percentage_free
RoboDev,2017,4,0,0.00%
Robot Circus,2017,3,0,0.00%
Robot Entertainment,2011,9,0,0.00%
Robot Entertainment,2012,15,0,0.00%
Robot Entertainment,2017,9,0,0.00%
Robot Gentleman,2015,5,0,0.00%
Robot House,2017,3,0,0.00%
Robot Loves Kitty,2015,6,0,0.00%
Robot Riot UG (haftungsbeschränkt),2017,3,0,0.00%
RobotKSR,2017,4,0,0.00%
Robotality,2014,4,0,0.00%
Roboto Games,2017,2,0,0.00%
Robotronic Games,2016,3,0,0.00%
"Robyn Miller,Zoo Break Gun Club LLC",2016,3,0,0.00%
Rock Cow Productions,2017,1,0,0.00%
Rock Crow,2016,4,0,0.00%
Rock Paper Games,2015,4,0,0.00%
Rock Pocket Games,2015,4,0,0.00%
"Rock Wall Games, LLC",2017,3,0,0.00%
Rocket Bear Games,2014,3,0,0.00%
Rocket Bear Games,2015,3,0,0.00%
Rocket Hammer,2016,3,0,0.00%
Rocket Hammer,2017,3,0,0.00%
Rocket Jump,2014,4,0,0.00%
Rocket Monster Games,2017,7,0,0.00%
"RocketSnail,SkyVu",2017,3,0,0.00%
RocketWerkz,2017,4,0,0.00%
"Rocketcat Games,Madgarden",2016,3,0,0.00%
"Rocketeer Games Studio, LLC",2015,10,0,0.00%
Rocking Hamster,2016,3,0,0.00%
Rockodile,2015,3,0,0.00%
Rockstar Games,2002,1,0,0.00%
Rockstar Games,2003,1,0,0.00%
Rockstar Games,2005,1,0,0.00%
Rockstar New England,2008,2,0,0.00%
Rockstar North,1998,1,0,0.00%
Rockstar North,1999,1,0,0.00%
Rockstar North,2004,1,0,0.00%
Rockstar North,2015,4,0,0.00%
Rockstar North,2017,2,0,0.00%
Rockstar North / Toronto,2010,1,0,0.00%
"Rockstar North,Rockstar Toronto",2010,2,0,0.00%
Rockstar San Diego,2003,1,0,0.00%
Rockstar Studios,2012,5,0,0.00%
Rockstar Studios,2013,1,0,0.00%
Rocksteady,2015,6,0,0.00%
Rocksteady Studios,2011,4,0,0.00%
Rocksteady Studios,2012,2,0,0.00%
Rocksteady Studios,2015,42,0,0.00%
"Rocksteady Studios,Feral Interactive (Mac)",2010,2,0,0.00%
"Rocksteady Studios,Feral Interactive (Mac)",2012,2,0,0.00%
Rocksteady Sudios,2015,2,0,0.00%
Rocktastic Games,2015,3,0,0.00%
Rocky Hong,2016,1,0,0.00%
Rockywood Studios,2017,2,0,0.00%
Rodaja,2015,3,0,0.00%
Rodeo Games,2015,4,0,0.00%
"Rodeo Games,Twistplay",2015,2,0,0.00%
RodeoNET,2017,2,0,0.00%
Rodrigo Banzato,2016,5,0,0.00%
Rodrigo Banzato,2017,5,0,0.00%
Rodz,2017,3,0,0.00%
Roger Barton,2017,2,0,0.00%
Roger von Biersborn,2016,2,0,0.00%
Rogue Earth LLC,2014,2,0,0.00%
Rogue Entertainment,1996,2,0,0.00%
Rogue Entertainment,1998,1,0,0.00%
Rogue Entertainment,2007,1,0,0.00%
Rogue Factor,2015,2,0,0.00%
Rogue Factor,2016,12,0,0.00%
Rogue Relay,Unavailable data,2,0,0.00%
Rogue Rocket Games,2015,3,0,0.00%
Rogue Snail,2015,3,0,0.00%
Rogue Snail,2016,8,0,0.00%
"Rogue Star,Boreal Sun,Spider,Deadman",2016,3,0,0.00%
RogueWare,2016,5,0,0.00%
"Rohan Narang,Ratalaika Games S.L.",2017,3,0,0.00%
Rohit Joshi,2017,5,0,0.00%
Roland Studios,2015,2,0,0.00%
Roley Games,2017,3,0,0.00%
Rolf Westphalen,2016,1,0,0.00%
Roll7,2015,9,0,0.00%
Roll7,2016,3,0,0.00%
"Roll7,General Arcade",2014,2,0,0.00%
Rolling Crown,2017,3,0,0.00%
"Roman Anatolevich,Denis Ovsyannikov",2016,4,0,0.00%
Roman Kozhukhov,2016,4,0,0.00%
Roman Kozhukhov,2017,4,0,0.00%
Roman Podvoysky,2017,1,0,0.00%
Roman Uhlig,2016,4,0,0.00%
"Romans I XVI Gaming, LLC",2017,1,0,0.00%
Romantic Railroads,2015,1,0,0.00%
Romantic Railroads,2016,1,0,0.00%
Romantic Railroads,2017,1,0,0.00%
"Romenics,Artaani,Riya",2014,7,0,0.00%
Romero Games Ltd.,2017,3,0,0.00%
Ronimo Games,2010,4,0,0.00%
Ronimo Games,2012,44,0,0.00%
Ronimo Games,2013,51,0,0.00%
Ronimo Games,2014,42,0,0.00%
Ronimo Games,2015,39,0,0.00%
Ronimo Games,2016,33,0,0.00%
Ronimo Games,2017,166,0,0.00%
Room 8 Studio,2014,2,0,0.00%
Room710Games,2015,5,0,0.00%
Room710Games,2016,2,0,0.00%
Room710Games,2017,4,0,0.00%
"Roope Mäkinen,Arvi Teikari",2015,3,0,0.00%
Roope Tamminen,2015,1,0,0.00%
Roosh Interactive,2017,2,0,0.00%
Rooster Teeth Games,2016,6,0,0.00%
Rooster Teeth Games,2017,12,0,0.00%
Rooted Concepts,2016,3,0,0.00%
Rootify,2016,14,0,0.00%
Rootify,2017,3,0,0.00%
Roppy Chop Studios,2015,3,0,0.00%
Roppy Chop Studios,2016,2,0,0.00%
Rortos Srl,2017,2,0,0.00%
RosePortal Games,2014,6,0,0.00%
RosePortal Games,2015,21,0,0.00%
RosePortal Games,2016,10,0,0.00%
RosePortal Games,Unavailable data,4,0,0.00%
Rosebud Games,2015,2,0,0.00%
Ross Edgar,2015,6,0,0.00%
Ross Edgar,2016,4,0,0.00%
Ross Mcwilliam,2016,3,0,0.00%
"Rostrum Studio,YUKIri",2017,2,0,0.00%
"Rostrum Studio,柳知萧",2017,2,0,0.00%
Rotateam,2015,1,0,0.00%
Rotatipyra,2017,7,0,0.00%
Rotten Mage,2015,2,0,0.00%
Rotten Mage,2016,4,0,0.00%
Route 66 Games,2017,1,0,0.00%
Rovio,2016,2,0,0.00%
Rovio Entertainment Ltd,2013,1,0,0.00%
Royal Deal Games,2016,2,0,0.00%
Royal Polygon,2015,3,0,0.00%
Royal Polygon,2017,3,0,0.00%
Royal Tea Time Studio,2016,1,0,0.00%
Royal Troupe,2015,2,0,0.00%
"Royal9Games,RoyalJL",2017,3,0,0.00%
Rsupport Inc.,2014,2,0,0.00%
Rsupport Inc.,2015,5,0,0.00%
RuVe Game Studio,2016,3,0,0.00%
RuVe Game Studio,2017,3,0,0.00%
Ruaz.404,2017,5,0,0.00%
Rubicon Development,2012,2,0,0.00%
Rubicon Development,2015,5,0,0.00%
Rubicon Development,2017,2,0,0.00%
Rubycone,2015,3,0,0.00%
"Rudolf Kremers &amp; Alex May,Tuna",2014,2,0,0.00%
Ruffian Games,2017,2,0,0.00%
Rumata Lab,2017,8,0,0.00%
Rumbic Inc,2016,2,0,0.00%
Rumpus,2015,3,0,0.00%
Rumpus,2017,3,0,0.00%
RunAroundGames,Unavailable data,5,0,0.00%
RunServer,2015,4,0,0.00%
RunServer,2016,6,0,0.00%
Rune Forge,2010,2,0,0.00%
RuneHeads,2017,4,0,0.00%
Runestone Games Limited,2016,3,0,0.00%
Runestone Studios,2016,3,0,0.00%
Runewaker,2013,4,0,0.00%
Runewaker,2014,4,0,0.00%
Runewaker,2016,9,0,0.00%
Runewaker,2017,8,0,0.00%
Runewaker Entertainment,2015,4,0,0.00%
Runic Games,2009,1,0,0.00%
Runic Games,2012,4,0,0.00%
Runic Games,2017,6,0,0.00%
Runner Duck,2017,10,0,0.00%
Running Pillow,2015,4,0,0.00%
Running With Scissors,1997,2,0,0.00%
Running With Scissors,2003,3,0,0.00%
Running With Scissors,2015,3,0,0.00%
Running With Scissors,2016,2,0,0.00%
Rupeck Games,2017,9,0,0.00%
Rushing Vise,2017,3,0,0.00%
Russell Meakim,2017,2,0,0.00%
Russian Pixel Games,2017,3,0,0.00%
Russpuppy,2015,6,0,0.00%
Russpuppy,2016,7,0,0.00%
Russpuppy,2017,4,0,0.00%
Rusto,2016,2,0,0.00%
Rusto,2017,5,0,0.00%
Rusty Bolt,2017,4,0,0.00%
Rusty Knights,2016,3,0,0.00%
Rusty Lake,2016,4,0,0.00%
Rusty Moyher,2016,2,0,0.00%
Rusty Moyher,2017,2,0,0.00%
"Rusty Moyher,Shaun Inman,Matt Grimm",2014,3,0,0.00%
Rutony Studio,2016,4,0,0.00%
Rutony Studio,2017,3,0,0.00%
Ryan Andrew,Unavailable data,1,0,0.00%
Ryan Carlos,2017,4,0,0.00%
Ryan Davis,2016,1,0,0.00%
Ryan Javanshir,2014,2,0,0.00%
Ryan Jensen,2016,3,0,0.00%
Ryan Jensen,2017,3,0,0.00%
Ryan Melmoth,2016,3,0,0.00%
Ryan Silberman,2016,2,0,0.00%
Ryan Silberman,2017,2,0,0.00%
Ryan Stephen,2017,3,0,0.00%
Ryan up in here,2016,9,0,0.00%
"Ryu Productions Co., Ltd",2017,2,0,0.00%
Rza Ibrahimov,2016,3,0,0.00%
Rémi Vansteelandt,2017,3,0,0.00%
"S Houben,N Tailor,A Barnett",2016,1,0,0.00%
S.A. DigiWorks,2017,2,0,0.00%
S.C. 16 BIT NIGHTS S.R.L.,2016,5,0,0.00%
"S.C. 16 BIT NIGHTS S.R.L.,dmitry.mry",2017,2,0,0.00%
"S.F. Bay Studios, Inc.",2015,3,0,0.00%
S2 Games,2015,17,0,0.00%
"S2 Games, LLC",2016,3,0,0.00%
SAGENCY,2017,4,0,0.00%
SANDLOT,2016,14,0,0.00%
SAT-BOX,2017,8,0,0.00%
SC Jogos,2016,6,0,0.00%
SC Jogos,2017,18,0,0.00%
SCS Software,2005,1,0,0.00%
SCS Software,2006,2,0,0.00%
SCS Software,2007,6,0,0.00%
SCS Software,2008,3,0,0.00%
SCS Software,2011,2,0,0.00%
SCS Software,2012,2,0,0.00%
SCS Software,2013,8,0,0.00%
SCS Software,2014,34,0,0.00%
SCS Software,2015,18,0,0.00%
SCS Software,2016,46,0,0.00%
SCS Software,2017,22,0,0.00%
"SCS Software,Sunstorm Interactive",2003,1,0,0.00%
SDEnterNET,2006,4,0,0.00%
SDEnterNet,2015,6,0,0.00%
SDP Games,2014,3,0,0.00%
SEA - EYE GS,2017,6,0,0.00%
SEEP,2015,3,0,0.00%
SEEP,2016,2,0,0.00%
SEGA,2010,32,0,0.00%
SEGA,2011,17,0,0.00%
SEGA,2012,4,0,0.00%
SEGA,2014,3,0,0.00%
"SEGA Studios Australia,Feral Interactive (Mac)",2013,2,0,0.00%
SEMISOFT,2018,4,0,0.00%
SERIOUS*IMPACT WORKS,2012,4,0,0.00%
SEROSOO,2017,7,0,0.00%
SF team,2017,10,0,0.00%
SFB Games,2014,5,0,0.00%
SFB Games,2015,5,0,0.00%
SFS Studios,2015,3,0,0.00%
SG Data,2017,2,0,0.00%
SGS Team,2016,9,0,0.00%
SGS Team,2017,4,0,0.00%
SGTTB_Studios,2016,3,0,0.00%
SHOKIZM INTERACTIVE,2017,3,0,0.00%
SIA Next Level,2016,2,0,0.00%
SIEIDI Ltd,2015,2,0,0.00%
SIEIDI Ltd,2016,4,0,0.00%
SIGONO INC.,2016,2,0,0.00%
SIM720,2015,9,0,0.00%
SIM720 LIMITED,2016,5,0,0.00%
SITER SKAIN,2014,12,0,0.00%
SMAC Games,2017,3,0,0.00%
SMD Gaming Studio,2015,2,0,0.00%
SMG Studio,2014,4,0,0.00%
SMG Studio,2015,3,0,0.00%
SMG Studio,2017,2,0,0.00%
SNK CORPORATION,2013,1,0,0.00%
SNK CORPORATION,2015,4,0,0.00%
"SNK CORPORATION,Abstraction Games",2017,2,0,0.00%
"SNK CORPORATION,Code Mystics",2014,1,0,0.00%
"SNK CORPORATION,Code Mystics",2015,1,0,0.00%
"SNK CORPORATION,Code Mystics Inc.",2017,1,0,0.00%
"SNK CORPORATION,DotEmu",2014,2,0,0.00%
"SNK CORPORATION,DotEmu",2016,7,0,0.00%
SNK Games,2016,2,0,0.00%
"SNK Games,Elemental Games,Katauri Interactive",2013,5,0,0.00%
SNK Playmore,2015,18,0,0.00%
SOCKO! Entertainment,2015,2,0,0.00%
SOCO Games,2017,3,0,0.00%
SOEDESCO Publishing,2015,5,0,0.00%
SOF Studios Ltd,2015,3,0,0.00%
"SOF Studios Ltd,Penka Kouneva, Composer",2017,2,0,0.00%
SOFTON ENTERTAINMENT,2016,3,0,0.00%
SOFTON ENTERTAINMENT,2017,3,0,0.00%
SOFTSTAR ENTERTAINMENT INC.,2015,1,0,0.00%
SOFTSTAR ENTERTAINMENT INC.,2016,2,0,0.00%
SOFTSTAR TECHNOLOGY BEIJINGCOLTD,2001,1,0,0.00%
SOLIDMESH,2017,4,0,0.00%
SONNORI Corp,2017,126,0,0.00%
SP Digital Arts Inc.,2017,12,0,0.00%
SP-time,2016,6,0,0.00%
SP-time,2017,3,0,0.00%
SPECTRUM GAMES,2017,3,0,0.00%
SPLine,2009,1,0,0.00%
SPVD,2016,3,0,0.00%
SQUARE ENIX,2010,1,0,0.00%
SQUARE ENIX,2013,2,0,0.00%
SQUIX Games,2017,4,0,0.00%
SRF Games,2015,2,0,0.00%
SSCTEAM,2017,2,0,0.00%
"ST. TAIKU,KITATUS",2017,2,0,0.00%
STICLI Games,2017,3,0,0.00%
STREETCAT STUDIO,2017,2,0,0.00%
STRIKEWORKS,2015,1,0,0.00%
STUDIO HG,2016,3,0,0.00%
STUDIO MUNGO,2017,1,0,0.00%
STUDIO RADI-8,2014,2,0,0.00%
STVR,2016,3,0,0.00%
SUMCOM,2017,2,0,0.00%
SUN MONKEY Games,2016,3,0,0.00%
SUNSET GAMES,2017,1,0,0.00%
SUPERCORE Games,2016,1,0,0.00%
SUPERHOT Team,2016,2,0,0.00%
SUPERHOT Team,2017,3,0,0.00%
SUPERMEGAQUEST INC.,2017,3,0,0.00%
SUSAN.,2017,4,0,0.00%
SUTD Game Lab,2016,2,0,0.00%
SVC Games,2017,3,0,0.00%
SVGames,2016,4,0,0.00%
SVGames,2017,2,0,0.00%
SVRVIVE Studios,2016,2,0,0.00%
SYLPH,2017,3,0,0.00%
Sabaton,2015,2,0,0.00%
Saber Interactive,2007,1,0,0.00%
Saber Interactive,2012,1,0,0.00%
Saber Interactive,2017,7,0,0.00%
"Saber Interactive,Redemption Ark",2017,18,0,0.00%
Sabi Games,2009,1,0,0.00%
Sabi Games,Unavailable data,1,0,0.00%
Sacada,2017,44,0,0.00%
Sacada,2018,3,0,0.00%
"Sachonski,Renamilanesi,Sith",2016,4,0,0.00%
"Sachonski,Renato Milanesi,Sith",2017,4,0,0.00%
SacriFACE Studio,2017,4,0,0.00%
Sad Panda Studios,2016,3,0,0.00%
Sad Spaghetti Entertainment,2017,2,0,0.00%
SadFish,2017,3,0,0.00%
Saddletrip,2017,9,0,0.00%
Sageose,2016,3,0,0.00%
Sagnithi Systems Technology Solutions LLP,2017,2,0,0.00%
Sai Attack,2018,2,0,0.00%
Saibot Studios,2013,3,0,0.00%
Saibot Studios,2014,3,0,0.00%
Saibot Studios,2016,38,0,0.00%
SaintHeiser,2016,2,0,0.00%
SaintHeiser,2017,5,0,0.00%
SaintWorks,2016,3,0,0.00%
SaintXi,2009,3,0,0.00%
Sakari Indie,2009,2,0,0.00%
Sakari Indie &amp; GriN,2012,3,0,0.00%
Sakura River Interactive,2009,3,0,0.00%
Sakura River Interactive,2014,3,0,0.00%
Sakura River Interactive,2015,3,0,0.00%
Sally Rough LLC,2016,5,0,0.00%
Salmi Games,2017,2,0,0.00%
Salty Dog Digital,2017,3,0,0.00%
Salty Sloth Studios L.L.C.,2016,3,0,0.00%
Salus Games,2017,2,0,0.00%
Salvation,2017,3,0,0.00%
Sam Albon,2014,6,0,0.00%
Sam Atlas,2016,1,0,0.00%
Sam Barlow,2015,3,0,0.00%
Sam L Jones,2015,2,0,0.00%
"Samantha ""Avanya"" Woods",2017,2,0,0.00%
Samantha Arehart,2017,1,0,0.00%
Samaritan Studios,2015,4,0,0.00%
Sambiglyon,2017,4,0,0.00%
Sameer Hirezi,2017,3,0,0.00%
Samer Khatib (Snowconesolid),2016,3,0,0.00%
"Sami Maaranen (creator),Erkka Lehmus (co-designer)",2016,8,0,0.00%
Samuel James Swartout,2017,3,0,0.00%
Samuel Manier,2016,3,0,0.00%
Samuel Sprague,2016,2,0,0.00%
Samurai Punk,2014,2,0,0.00%
Samurai Punk,2015,2,0,0.00%
Sand Sailor Studio,2017,4,0,0.00%
Sandlot Games,2009,6,0,0.00%
Sandlot Games,2010,3,0,0.00%
SandorHQ,2017,1,0,0.00%
Sandstorm Productions,2008,1,0,0.00%
Sandswept Studios,2011,2,0,0.00%
Santa Clara Games,2015,1,0,0.00%
Santa Clara Games,2016,4,0,0.00%
Santa Ragione,2013,2,0,0.00%
Santa Ragione,2014,2,0,0.00%
Santa Ragione,2016,5,0,0.00%
Sanuk Games,2014,2,0,0.00%
Sanuk Games,2017,4,0,0.00%
Sanzaru Games,2008,2,0,0.00%
Sanzaru Games Inc.,2016,10,0,0.00%
Sapphire Dragon Productions,2015,18,0,0.00%
Sapphire Dragon Productions,2016,14,0,0.00%
Sapphire Dragon Productions,2017,4,0,0.00%
Sarbakan,2008,1,0,0.00%
Sarbakan,2009,1,0,0.00%
Sarepta studio,2014,2,0,0.00%
Sarepta studio,2016,2,0,0.00%
Sargis Shahzadyan,2017,4,0,0.00%
Sascha Hartleb,2014,3,0,0.00%
Sassybot,2016,2,0,0.00%
Satsu,2016,3,0,0.00%
"Saturn-plus,Orion",2006,2,0,0.00%
Saucer Software,2008,6,0,0.00%
Sauropod Studio,2017,2,0,0.00%
Savant,2017,8,0,0.00%
Savin Sergey,2016,2,0,0.00%
Sayan,2016,2,0,0.00%
"ScTiger,Delta",2017,5,0,0.00%
Scarab Entertainment,2015,3,0,0.00%
Scarecrow Arts,2015,5,0,0.00%
Scarlet String Studios,2016,4,0,0.00%
Scarlet Studio,2017,2,0,0.00%
Scary Bee LLC,2015,5,0,0.00%
Scary Wizard Games,2017,3,0,0.00%
ScaryPotato,2012,2,0,0.00%
Sceelix,2016,3,0,0.00%
Scenario Software,1991,1,0,0.00%
Schell Games,2014,2,0,0.00%
Schell Games,2015,5,0,0.00%
"Schine, GmbH",2014,14,0,0.00%
Schism Worldwide,2017,2,0,0.00%
Schrolab,2017,3,0,0.00%
Schulenburg Software,2014,3,0,0.00%
Science: Gamed,2016,3,0,0.00%
Scientifically Proven,2014,2,0,0.00%
"Scientifically Proven Entertainment, LLC.,Flying Tiger Entertainment,Inc.",2017,6,0,0.00%
Scirra,2013,5,0,0.00%
"Scntfc,Broken Rules",2017,2,0,0.00%
Scoria Studios,2016,3,0,0.00%
Scorpius Games,2015,3,0,0.00%
Scott Cawthon,2014,7,0,0.00%
Scott Cawthon,2015,6,0,0.00%
Scott Cawthon,2016,3,0,0.00%
Scott Cawthon,2017,3,0,0.00%
Scott Richey,2017,3,0,0.00%
"Scott Thunelius,Chronic Logic,Tony Porter",2008,2,0,0.00%
Scourgey Works,2017,5,0,0.00%
Scrap Games,2017,2,0,0.00%
Scraping Bottom Games,2017,6,0,0.00%
Screaming Bee,2014,16,0,0.00%
Screaming Bee,2016,9,0,0.00%
Screaming Villains,2017,1,0,0.00%
Screeching Wizard,2015,4,0,0.00%
Screen 7,2017,2,0,0.00%
Screenhit Studios,2017,4,0,0.00%
Screeps,2016,7,0,0.00%
Screwfly Studios,2013,4,0,0.00%
Screwfly Studios,2014,3,0,0.00%
Screwfly Studios,2016,4,0,0.00%
Screwfly Studios,2017,3,0,0.00%
Screwy Lightbulb,2014,4,0,0.00%
Screwy Lightbulb,2017,4,0,0.00%
"Screwy Lightbulb,Abstraction",2014,2,0,0.00%
Scythuz,2017,2,0,0.00%
Sea Beast Productions,2016,4,0,0.00%
Sea Green Games,2017,3,0,0.00%
Seabass and Gazelle Studios,2015,5,0,0.00%
Sean Davy,2014,3,0,0.00%
Sean Davy,2015,6,0,0.00%
Sean Han Tani,2014,3,0,0.00%
Sean Han Tani,2016,4,0,0.00%
Sean Han Tani,Unavailable data,3,0,0.00%
"Sean Han Tani,Joni Kittaka",2013,3,0,0.00%
"Sean Han Tani,Joni Kittaka",2016,4,0,0.00%
Sean O'Connor,2016,2,0,0.00%
Seaside Digital Arts,2016,3,0,0.00%
SeattleEgg,2015,3,0,0.00%
Seattletek,2015,5,0,0.00%
Seaven Studio,2014,3,0,0.00%
Seaven Studio,2015,3,0,0.00%
Sebastian Groll,2017,4,0,0.00%
"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk",2015,4,0,0.00%
"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",2015,12,0,0.00%
Sebastian Nigro,2017,5,0,0.00%
"Sebastian Nigro,Christopher Anselmo,Daniel Marques",2017,5,0,0.00%
"Sebastian Nigro,Panos Tzimas",2017,3,0,0.00%
Sebastian Schöner,2016,1,0,0.00%
"Sebastian Schöner,Alex Cottrell",2016,2,0,0.00%
Sebastien Bini,2014,2,0,0.00%
Sebastien Bini,2015,2,0,0.00%
Sebastien Bini,2016,8,0,0.00%
"Second Dimension R&amp;T, LLC",2017,3,0,0.00%
Second Order,2017,4,0,0.00%
Second Reality,2016,4,0,0.00%
Second Variety Games,2015,3,0,0.00%
Secret Base,2011,3,0,0.00%
Secret Base,2014,4,0,0.00%
Secret Exit Ltd.,2010,2,0,0.00%
Secret Exit Ltd.,2014,3,0,0.00%
Secret Level SRL,2018,4,0,0.00%
"Secret Sorcery Limited,Kenneth C M Young",2017,2,0,0.00%
Secret Tunnel Entertainment,2015,2,0,0.00%
Section Studios,2014,4,0,0.00%
Section Studios,2015,8,0,0.00%
Sector-K Games,2017,3,0,0.00%
Sector3 Games,2014,3,0,0.00%
Sector3 Studios,2013,4,0,0.00%
Sector3 Studios,2014,8,0,0.00%
Sector3 Studios,2015,16,0,0.00%
Sector3 Studios,2016,8,0,0.00%
Sector3 Studios AB,2014,3,0,0.00%
SecureMix LLC,2016,4,0,0.00%
SecuritySession.com,2015,3,0,0.00%
SeeThrough Studios,2014,1,0,0.00%
SeekSick6,2017,2,0,0.00%
"Seen in a Dream,KLURA Design",2017,5,0,0.00%
SeithCG,2016,5,0,0.00%
Seize Studios,2017,3,0,0.00%
Sekerin Productions,2016,5,0,0.00%
Sekrit Games,2017,4,0,0.00%
Selenion Games,2016,3,0,0.00%
Selenion Games,2017,2,0,0.00%
Self Made Miracle,2015,4,0,0.00%
Selva Interactive,2016,2,0,0.00%
Semaphore,2014,3,0,0.00%
Semaphore,2016,7,0,0.00%
Semen Rodin,2016,12,0,0.00%
Semen Rodin,2017,6,0,0.00%
Semicolon;,2017,3,0,0.00%
SenRufu Studios,2017,3,0,0.00%
Senscape,2014,2,0,0.00%
Senshi.Labs,2014,4,0,0.00%
"Separate Game Development,Artek Electronic",2016,2,0,0.00%
"Separate Game Development,Dagestan Technology",2016,2,0,0.00%
Seragam,2016,2,0,0.00%
Seraphim Creations,2016,5,0,0.00%
Serellan LLC,2015,4,0,0.00%
Serenity Forge,2015,9,0,0.00%
Serf100,2017,4,0,0.00%
Sergej110,2017,21,0,0.00%
Sergey Bobrov,2015,2,0,0.00%
Sergey Bobrov,2016,5,0,0.00%
Sergey Dovganovskiy,2016,2,0,0.00%
Sergey Eybog,2016,2,0,0.00%
Sergey Kalmanovich (aka Red Spot Sylphina),2017,1,0,0.00%
Sergey Lir,2017,2,0,0.00%
"Sergey Marchenko,Vyacheslav Ozolnieks",2016,2,0,0.00%
Sergey Shushunov,2017,5,0,0.00%
Sergio &amp; Simon,2017,3,0,0.00%
SergioPoverony,2017,4,0,0.00%
Sergiu Bucur,2017,4,0,0.00%
Serhii Vitukhin,2016,2,0,0.00%
Serious Brew,2012,2,0,0.00%
Serious Brothers,2014,4,0,0.00%
Serious Games Interactive,2012,3,0,0.00%
Serious Games Interactive,2013,3,0,0.00%
Serious Games Interactive,2015,9,0,0.00%
Serious Tangents,2015,2,0,0.00%
Serkan Bakar,2016,4,0,0.00%
Serkan Bakar,2017,4,0,0.00%
Serzhantov Aleksandr,2016,1,0,0.00%
Seth Albertus,2018,5,0,0.00%
"Seth O'Dale,Zeph McKinnon",2016,4,0,0.00%
Seven Sails Games,2015,2,0,0.00%
Seven Sails Games,2017,2,0,0.00%
Seventh Knight,2016,2,0,0.00%
SeveralBytes,2017,4,0,0.00%
Seycara Music and Arts,2016,3,0,0.00%
Shadebob Games,2015,4,0,0.00%
Shadow Blade Productions,2017,3,0,0.00%
Shadow Knights Studio,Unavailable data,2,0,0.00%
Shadow Masters,2015,18,0,0.00%
Shadow Planet Productions,2012,3,0,0.00%
Shadow Raven Studios,Unavailable data,3,0,0.00%
Shadow Tor Studios,2006,2,0,0.00%
Shadow Tor Studios,2016,4,0,0.00%
ShadowInk Designs,2017,3,0,0.00%
ShadowShifters,2013,3,0,0.00%
Shadowprerequisite,2016,2,0,0.00%
Shaman Games Studio,2011,1,0,0.00%
Shaman Games Studio,2012,1,0,0.00%
Shaman Games Studio,2013,2,0,0.00%
Shaman Games Studio,2014,5,0,0.00%
Shaman Games Studio,2015,2,0,0.00%
Shaman Games Studio,2016,2,0,0.00%
Shaman Games Studio,2017,2,0,0.00%
"Shandong Jerei Digital Technology Co.,LTD.",2017,2,0,0.00%
Shane Berezowski,2015,2,0,0.00%
Shane Hillier,2017,5,0,0.00%
"Shanghai JingCai Computer Software Development Co., Ltd",2017,4,0,0.00%
"Shanghai Yi Ming Network Technology Co., Ltd.",2017,4,0,0.00%
Shanghai huan zhen Info Tech Ltd,2017,5,0,0.00%
SharF Co.,2017,4,0,0.00%
ShareX Team,2007,6,0,0.00%
Shark Punch,2015,6,0,0.00%
Shark Tree Studios,2015,2,0,0.00%
SharkByte Studio,2016,2,0,0.00%
SharkGame,2017,11,0,0.00%
"SharkJaws, Blue Whale Games",2017,3,0,0.00%
Sharkbird,2017,3,0,0.00%
Sharpened Edge Studios,2014,2,0,0.00%
Sharpened Edge Studios,2016,8,0,0.00%
Sharpless512,Unavailable data,2,0,0.00%
ShaunJS,2014,2,0,0.00%
ShaunTWilliams,2014,3,0,0.00%
ShaunTWilliams,2015,3,0,0.00%
ShaunTWilliams,2017,1,0,0.00%
Shawn Beck,2014,2,0,0.00%
Shawn Hitchcock,2017,5,0,0.00%
Shazard G Bansraj,2017,3,0,0.00%
Sheado.net,2016,2,0,0.00%
ShenZheng,2017,4,0,0.00%
Shenandoah Studio,2015,1,0,0.00%
Shenandoah Studio,2016,1,0,0.00%
Shenandoah Studio,2017,1,0,0.00%
Shephf Games,2017,2,0,0.00%
Sherman 3D,2015,2,0,0.00%
Sherman 3D,2016,2,0,0.00%
"Sherman 3D,Degica",2015,2,0,0.00%
Sherman3D,2014,7,0,0.00%
Sherman3D,2015,2,0,0.00%
Sherman3D,2016,2,0,0.00%
Shevchenko Technology,2017,3,0,0.00%
Shield Break Studios,2016,2,0,0.00%
Shifty Chair Games,2015,1,0,0.00%
ShiinaYashiro,2017,3,0,0.00%
Shiisanmei,2017,3,0,0.00%
ShilohGames,2017,2,0,0.00%
Shindenken,2016,2,0,0.00%
Shindenken,2017,3,0,0.00%
Shine Research,2016,1,0,0.00%
Shining Gate Software,2015,2,0,0.00%
Shining Pixel Studios,2017,3,0,0.00%
Shining Rock Software LLC,2014,3,0,0.00%
Shiny Entertainment,1995,2,0,0.00%
Shiny Entertainment,1996,2,0,0.00%
Shiny Entertainment,1997,1,0,0.00%
Shinypix,2016,2,0,0.00%
Shiro Games,2013,3,0,0.00%
Shiro Games,2015,12,0,0.00%
Shiro Games,2017,4,0,0.00%
Shiver Games,2012,3,0,0.00%
Shiver Games,2016,8,0,0.00%
ShmannGames,Unavailable data,4,0,0.00%
Shockk,2017,4,0,0.00%
Shoho Games,2017,8,0,0.00%
