release_year,sentiment_analysis,developer
2016,2,Paradox Development Studio
2014,2,Coffee Stain Studios
2014,2,Coffee Stain Studios
2014,2,Coffee Stain Studios
2012,1,Valve
2009,1,Valve
2012,0,Valve
2014,2,Telltale Games
2016,0,Reto-Moto
2016,0,Reto-Moto
2016,0,Reto-Moto
2016,0,Reto-Moto
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2012,2,Valve
2012,2,Valve
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2003,1,Running With Scissors
2003,1,Running With Scissors
2003,1,Running With Scissors
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2016,1,Klei Entertainment
2016,1,Klei Entertainment
2016,1,Klei Entertainment
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2016,1,Hello Games
2016,1,Hello Games
1999,2,Team17 Digital Ltd
2014,2,Silver Dollar Games
2014,2,Silver Dollar Games
2014,2,Silver Dollar Games
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2015,1,Squad
2015,1,Squad
2011,1,800 North and Digital Ranch
2011,1,800 North and Digital Ranch
2007,1,Valve
2007,1,Valve
2012,1,Arkane Studios
2012,1,Arkane Studios
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2012,1,Uber Entertainment
2012,1,Uber Entertainment
2012,1,Uber Entertainment
2012,1,Uber Entertainment
2012,1,Uber Entertainment
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,1,Rebellion
2003,1,"BioWare,Aspyr (Mac)"
2003,1,"BioWare,Aspyr (Mac)"
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2010,1,Valve
2013,1,Telltale Games
2006,1,Outerlight Ltd.
2006,1,Outerlight Ltd.
2006,1,Outerlight Ltd.
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2013,1,FreakZone Games
2013,1,FreakZone Games
2013,1,FreakZone Games
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2012,1,Gaijin Entertainment Corporation
2012,1,Gaijin Entertainment Corporation
2013,0,Ubisoft Montreal
2013,0,Ubisoft Montreal
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2007,1,Valve
1998,1,Black Isle Studios
2015,2,Turtle Rock Studios
2015,2,Turtle Rock Studios
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2013,1,Ninja Theory
2013,1,Ninja Theory
2007,2,IO Interactive
2014,0,Fistful of Frags Team
2014,0,Fistful of Frags Team
2014,0,Fistful of Frags Team
2014,1,"SkyBox Labs,Big Huge Games"
2014,1,"SkyBox Labs,Big Huge Games"
2007,1,Valve
2007,1,Valve
2009,1,Criterion Games
2015,0,Colossal Order Ltd.
2015,0,Colossal Order Ltd.
2015,1,Bare Mettle Entertainment
2015,1,Bare Mettle Entertainment
2015,1,Bare Mettle Entertainment
2015,1,Bare Mettle Entertainment
2015,1,Bare Mettle Entertainment
2015,1,Bare Mettle Entertainment
2013,2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2009,1,Valve
2012,0,Valve
2007,1,Positech Games
2007,1,Positech Games
2007,1,Positech Games
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2007,1,"PopCap Games, Inc."
2013,1,Going Loud Studios
2012,0,Terry Cavanagh
2012,0,Terry Cavanagh
2012,1,Telltale Games
2007,1,Valve
2007,1,Valve
2011,1,Valve
2011,1,Valve
2014,1,Microblast Games
2014,1,Microblast Games
2014,1,Microblast Games
2016,0,Reto-Moto
2016,0,Reto-Moto
2016,0,Reto-Moto
2016,0,Reto-Moto
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2011,2,Valve
2011,2,Valve
2008,1,EA Los Angeles
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2015,0,EightyEightGames
2015,0,EightyEightGames
2015,0,EightyEightGames
2015,0,EightyEightGames
2015,0,EightyEightGames
2004,2,Valve
2013,1,Deep Silver Volition
2013,1,Deep Silver Volition
2007,2,stage-nana
2011,1,800 North and Digital Ranch
2011,1,800 North and Digital Ranch
2008,2,Dylan Fitterer
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2000,2,Valve
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2014,0,Ubisoft
2014,0,Ubisoft
2015,1,"NetherRealm Studios,High Voltage Software"
2015,2,Creative Assembly
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2015,1,Michael Zahniser
2015,1,Michael Zahniser
2015,1,Michael Zahniser
2015,1,Michael Zahniser
2015,1,Michael Zahniser
2014,0,Hitcents
2014,0,Hitcents
2014,0,Hitcents
2014,0,Hitcents
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,2,Digital Extremes
2013,2,Digital Extremes
1995,1,id Software
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2014,1,kunst-stoff GmbH
2014,1,kunst-stoff GmbH
2014,1,kunst-stoff GmbH
2014,1,kunst-stoff GmbH
2015,2,HyperSloth
2015,2,HyperSloth
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2016,1,SUPERHOT Team
2016,1,SUPERHOT Team
2011,2,Valve
2011,2,Valve
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2015,1,Dinosaur Polo Club
2015,1,Dinosaur Polo Club
2015,1,Dinosaur Polo Club
2015,2,HuniePot
2015,2,HuniePot
2015,2,HuniePot
2015,2,HuniePot
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2013,1,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2013,1,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2014,0,Crytek
2014,0,Crytek
2014,0,Crytek
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2014,2,RobTop Games
2014,2,RobTop Games
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2007,1,Valve
2007,1,Valve
2011,1,Freebird Games
2011,1,Freebird Games
2011,1,Freebird Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2014,2,Shumkov Dmitriy
2014,2,Shumkov Dmitriy
2014,2,Shumkov Dmitriy
2012,0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2012,0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2010,1,Telltale Games
2010,1,Telltale Games
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,2,Avalanche Studios
2013,2,Avalanche Studios
2014,1,"Sledgehammer Games,Raven Software"
2009,2,Tripwire Interactive
2012,1,Valve
2012,1,Minor Key Games
2012,1,Minor Key Games
2007,0,Bethesda Game Studios
2015,1,DIMPS
2011,2,Robot Entertainment
2011,2,Robot Entertainment
2011,2,Robot Entertainment
2013,0,Poppermost Productions
2013,0,Poppermost Productions
2013,0,Poppermost Productions
2013,0,Poppermost Productions
2013,0,Poppermost Productions
2015,2,Squad
2015,2,Squad
2011,1,Valve
2011,1,Valve
2010,1,Terry Cavanagh
2010,1,Terry Cavanagh
2010,1,Valve
2014,2,Creative Assembly
2014,2,"Nicalis, Inc."
2012,1,Muse Games
2012,1,Muse Games
2012,1,Muse Games
2012,1,Muse Games
2013,1,MoeNovel
2013,1,MoeNovel
2013,1,MoeNovel
2016,0,Capcom
2013,2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2011,2,Playdead
2011,2,Playdead
2014,1,Scott Cawthon
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2004,1,The Creative Assembly
2012,2,"Rocksteady Studios,Feral Interactive (Mac)"
2012,2,"Rocksteady Studios,Feral Interactive (Mac)"
2007,1,Valve
2007,1,Valve
2012,1,"Monolith Productions, Inc."
2012,1,"Monolith Productions, Inc."
2004,2,Valve
2013,1,Megadev
2013,1,Megadev
2015,1,Rockstar North
2015,1,Rockstar North
2010,1,Valve
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2014,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2016,2,"Codemasters,Feral Interactive (Mac)"
2016,2,"Codemasters,Feral Interactive (Mac)"
2016,2,"Codemasters,Feral Interactive (Mac)"
2011,2,Snowblind Studios
2011,2,Snowblind Studios
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2014,1,Freebird Games
2014,1,Freebird Games
2014,1,Freebird Games
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2015,1,Space Boat Studios
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,1,Moon Studios GmbH
2014,1,Ubisoft
2014,1,Ubisoft
2009,1,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2014,1,"Upper One Games,E-Line Media"
2014,1,"Upper One Games,E-Line Media"
2014,1,"Upper One Games,E-Line Media"
2014,1,"Upper One Games,E-Line Media"
2011,1,Relic
2013,1,Digital Extremes
2013,1,Digital Extremes
2008,1,Maxis™
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2014,1,Telltale Games
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2016,2,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
2016,2,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2012,1,FromSoftware
2012,1,FromSoftware
2013,1,The Chinese Room
2013,1,The Chinese Room
2013,1,The Chinese Room
2012,1,Nexon
2012,1,Nexon
2012,1,Nexon
2012,1,Nexon
2012,1,Nexon
2014,2,Alawar Entertainment
2003,2,"BioWare,Aspyr (Mac)"
2003,2,"BioWare,Aspyr (Mac)"
2013,2,Star Gem Inc.
2013,2,Star Gem Inc.
2013,2,Star Gem Inc.
2013,2,Star Gem Inc.
2012,1,Valve
2013,2,Wolfire Games
2013,2,Wolfire Games
2013,2,Wolfire Games
2011,2,"Gaslamp Games, Inc."
2011,2,"Gaslamp Games, Inc."
2011,2,"Gaslamp Games, Inc."
2014,1,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,0,"NetherRealm Studios,High Voltage Software"
2014,0,Fistful of Frags Team
2014,0,Fistful of Frags Team
2014,0,Fistful of Frags Team
2012,0,Valve
2015,0,Konami Digital Entertainment
2015,0,Konami Digital Entertainment
2012,1,FireFly Studios
2012,1,FireFly Studios
2009,2,Valve
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2012,1,Dennaton Games
2012,1,Dennaton Games
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2016,2,"インレ,Inre"
2016,2,"インレ,Inre"
2007,1,Valve
2007,1,Valve
2007,1,Frictional Games
2007,1,Frictional Games
2007,1,Frictional Games
2009,1,Nimbly Games
2009,1,Nimbly Games
2009,1,Nimbly Games
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2008,1,Crystal Dynamics
2008,1,Crystal Dynamics
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2007,1,Valve
2007,1,Valve
2012,1,Remedy Entertainment
2012,1,Remedy Entertainment
2012,1,"Monolith Productions, Inc."
2012,1,"Monolith Productions, Inc."
2012,0,Entheogen Studios LLC
2012,0,Entheogen Studios LLC
2012,0,Entheogen Studios LLC
2010,1,Team Meat
2013,2,Telltale Games
2013,2,Telltale Games
2011,2,Valve
2011,2,Valve
2014,1,Larian Studios
2014,1,Larian Studios
2014,1,Larian Studios
2014,1,Larian Studios
2013,1,Dischan Media
2013,1,Dischan Media
2013,1,Dischan Media
2013,1,Dischan Media
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2008,1,Dylan Fitterer
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2010,1,"The Creative Assembly,Feral Interactive (Mac)"
2009,1,"Traveller's Tales,Feral Interactive (Mac)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2007,1,Sigma Team Inc.
2007,1,Sigma Team Inc.
2007,1,Sigma Team Inc.
2007,1,Valve
2007,1,Valve
2007,2,Valve
2007,2,Valve
2009,1,Valve
2007,1,Valve
2007,1,Valve
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2015,2,Introversion Software
2015,2,Introversion Software
2015,2,Introversion Software
2010,1,Rebellion
2009,2,Criterion Games
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2013,2,Lab Zero Games
2013,2,Lab Zero Games
2011,1,Valve
2011,1,Valve
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2013,1,Nival
2013,1,Nival
2013,1,Nival
2013,1,Nival
2013,1,Nival
2013,1,Nival
2013,1,"Hopoo Games, LLC"
2013,1,"Hopoo Games, LLC"
2013,1,"Hopoo Games, LLC"
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2014,1,Square Enix
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2011,2,Valve
2011,2,Valve
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2008,2,Capcom
2008,2,Capcom
2009,1,Elecorn
2009,1,Elecorn
2009,1,Elecorn
2009,1,Elecorn
2009,1,Elecorn
2009,1,Elecorn
2007,1,Valve
2013,1,"WB Games Montreal,Splash Damage"
2013,1,"WB Games Montreal,Splash Damage"
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2015,1,Bytebin
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,1,NeocoreGames
2013,1,NeocoreGames
2013,1,NeocoreGames
2013,1,NeocoreGames
2010,2,Obsidian Entertainment
2010,2,Obsidian Entertainment
2015,2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2015,2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2013,2,"Monochrome, Inc"
2013,2,"Monochrome, Inc"
2013,2,"Monochrome, Inc"
2014,1,Nexon
2014,1,Nexon
2014,1,Nexon
2014,1,Nexon
2005,1,Firaxis Games
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2013,1,Digital Extremes
2013,1,Digital Extremes
2014,0,Thomas Bowker
2014,0,Thomas Bowker
1998,1,Valve
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2006,0,Facepunch Studios
2006,0,Facepunch Studios
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2006,1,Io-Interactive A/S
2006,1,Facepunch Studios
2006,1,Facepunch Studios
1994,2,id Software
2007,0,Valve
2007,0,Valve
2010,2,Valve
2008,1,Ubisoft Montreal
2012,1,Hardsuit Labs
2012,1,Hardsuit Labs
2013,2,OVERKILL - a Starbreeze Studio.
2013,2,OVERKILL - a Starbreeze Studio.
2016,1,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
2016,1,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2013,1,Creative Assembly
2012,1,Valve
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2011,1,"Team Bondi,Rockstar Leeds"
2011,1,"Team Bondi,Rockstar Leeds"
2007,1,Valve
2007,1,Valve
2013,2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,Fullbright
2013,1,Fullbright
2013,0,"Trek Industries, Inc"
2013,0,"Trek Industries, Inc"
2013,0,"Trek Industries, Inc"
2013,0,"Trek Industries, Inc"
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2011,2,Arrowhead Game Studios
2011,2,Arrowhead Game Studios
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2014,1,Little Green Men Games
2014,1,Little Green Men Games
2014,1,Little Green Men Games
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2012,1,Valve
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2012,1,Arkane Studios
2012,1,Arkane Studios
2010,0,Vlambeer
2010,0,Vlambeer
2010,0,Vlambeer
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2008,1,Dylan Fitterer
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,1,Ubisoft Toronto
2013,1,Ubisoft Toronto
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2013,0,Team Psykskallar
2013,0,Team Psykskallar
2013,0,Team Psykskallar
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2004,1,Valve
2014,2,Suspicious Developments
2014,2,Suspicious Developments
2014,2,Suspicious Developments
2010,1,Aspyr Studios
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2009,2,Gearbox Software
2009,2,Gearbox Software
2013,1,Digital Extremes
2013,1,Digital Extremes
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2013,1,Undead Labs
2013,1,Undead Labs
2013,1,Undead Labs
2016,0,Sorath
2016,0,Sorath
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,1,Zero Point Software
2013,1,Zero Point Software
2013,1,Zero Point Software
2013,1,Zero Point Software
2013,1,Zero Point Software
2004,1,Valve
2010,1,Team Meat
2016,1,Tripwire Interactive
2009,0,Valve
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2001,1,Gearbox Software
2012,1,ExDream GmbH
2012,1,ExDream GmbH
2010,0,VStep
2007,1,Valve
2007,1,Valve
2009,2,Valve
2009,2,Valve
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2010,1,Telltale Games
2010,1,Telltale Games
2008,1,Treyarch
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,0,Coffee Stain Studios
2013,0,Coffee Stain Studios
2013,0,Coffee Stain Studios
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2010,1,Subsoap
2010,1,Subsoap
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2013,2,Michael Todd Games
2013,2,Michael Todd Games
2003,1,Running With Scissors
2003,1,Running With Scissors
2003,1,Running With Scissors
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2007,1,Firaxis Games
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2014,1,Arc System Works
2012,1,Jagex Limited
2012,1,Jagex Limited
2013,2,Greenheart Games
2013,2,Greenheart Games
2013,2,Greenheart Games
2013,2,Greenheart Games
2012,2,Valve
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2007,1,Valve
2007,1,Valve
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2009,2,Frozenbyte
2009,2,Frozenbyte
2009,2,Frozenbyte
2007,1,Valve
2007,1,Valve
2012,1,Valve
2015,0,Vitali Kirpu
2015,0,Vitali Kirpu
2015,0,Vitali Kirpu
2015,0,Vitali Kirpu
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2014,1,Digital Confectioners
2014,1,Digital Confectioners
2014,2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014,2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2009,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2013,1,Krillbite Studio
2013,1,Krillbite Studio
2013,1,Krillbite Studio
2012,1,Artifex Mundi
2012,1,Artifex Mundi
2014,1,Matthew Brown
2014,1,Matthew Brown
2014,1,Matthew Brown
2013,2,Digital Extremes
2013,2,Digital Extremes
2013,1,Deep Silver Volition
2013,1,Deep Silver Volition
2009,1,Valve
