sentiment_analysis,developer
0,"Viswanath Atlu,Laurie Banks,Rohan Bhukan,Nick Burnham,Avinash Kalapala,Yash Kapani,Katharine Marsh,Ankur Rathore,Hardit Singh,Anoop Nihar Srinivas,Ryan Guanyuhao Jiang,Robert Zhu"
2,stage-nana
2,Valve
2,Valve
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Treyarch
2,Treyarch
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Valve
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,FromSoftware
2,FromSoftware
0,Tripwire Interactive
2,Almost Human Games
2,Almost Human Games
2,Almost Human Games
2,Muse Games
2,Muse Games
2,Muse Games
2,Muse Games
0,Obsidian Entertainment
2,Storybird
2,Storybird
0,YeaBoing
0,YeaBoing
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Stridemann
2,Stridemann
2,Stridemann
2,Stridemann
0,Massive Entertainment
0,Massive Entertainment
0,Massive Entertainment
0,Ubisoft
0,Ubisoft
2,Oddworld Inhabitants
0,Ubisoft Montreal
0,Ubisoft Montreal
0,Facepunch Studios
0,Facepunch Studios
2,Hardsuit Labs
2,Hardsuit Labs
0,Broken Rules
0,Broken Rules
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
0,Animation Arts
2,Klei Entertainment
2,Klei Entertainment
2,Klei Entertainment
0,Ubisoft
0,Ubisoft
0,BeamNG
0,BeamNG
0,BeamNG
2,"Big Huge Games,38 Studios"
2,"Big Huge Games,38 Studios"
0,FireFly Studios
0,FireFly Studios
0,FireFly Studios
2,Starbreeze Studios AB
2,Starbreeze Studios AB
2,Starbreeze Studios AB
2,5th Cell Media
2,5th Cell Media
2,5th Cell Media
0,Rocksteady Studios
0,Rocksteady Studios
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,TreeFortress Games
2,TreeFortress Games
2,TreeFortress Games
2,TreeFortress Games
2,TreeFortress Games
2,TreeFortress Games
2,Greenheart Games
2,Greenheart Games
2,Greenheart Games
2,Greenheart Games
2,Born Ready Games Ltd.
2,Born Ready Games Ltd.
2,Born Ready Games Ltd.
0,Dan Fornace
2,Valve
0,Rockstar North
0,Rockstar North
2,"FromSoftware, Inc"
2,"FromSoftware, Inc"
0,Valve
0,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,Bethesda Game Studios
0,Digitalmindsoft
0,Digitalmindsoft
0,Digitalmindsoft
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,Valve
2,Treyarch
2,Facepunch Studios
2,Facepunch Studios
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Lab Zero Games
2,Lab Zero Games
0,Telltale Games
0,Telltale Games
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,"Infinity Ward,Aspyr (Mac)"
2,Crate Entertainment
2,Crate Entertainment
2,Crate Entertainment
2,Crate Entertainment
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Hyper Hippo Games
2,Hyper Hippo Games
2,Hyper Hippo Games
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Radical Entertainment
2,Radical Entertainment
2,Valve
2,"FromSoftware, Inc."
2,"Nicalis, Inc."
0,Undead Labs
0,Undead Labs
0,Undead Labs
2,Treyarch
2,Treyarch
2,Valve
2,Valve
2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2,9heads Game Studios
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
0,Telltale Games
0,Fistful of Frags Team
0,Fistful of Frags Team
0,Fistful of Frags Team
2,Valve
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Valve
0,Deep Silver Volition
0,Deep Silver Volition
2,Arkane Studios
2,Arkane Studios
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2,Trendy Entertainment
2,Trendy Entertainment
2,Trendy Entertainment
2,Trendy Entertainment
2,Rockstar North
2,Rockstar North
2,RobTop Games
2,RobTop Games
0,Criterion Games
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,"Monochrome, Inc"
0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Arkane Studios
2,Arkane Studios
2,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2,Facepunch Studios
2,Facepunch Studios
0,Cryptic Studios
0,Cryptic Studios
0,Cryptic Studios
0,Cryptic Studios
0,Cryptic Studios
0,Rockstar North
0,Rockstar North
2,Nadeo
2,Muse Games
2,Muse Games
2,Muse Games
2,Muse Games
0,Scott Cawthon
0,Scott Cawthon
0,Scott Cawthon
0,Valve
2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
0,Hello Games
0,Hello Games
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Wolfire Games
2,Wolfire Games
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Visual Concepts
2,TaleWorlds Entertainment
2,TaleWorlds Entertainment
2,"Schine, GmbH"
2,"Schine, GmbH"
2,"Schine, GmbH"
2,"Schine, GmbH"
2,"Schine, GmbH"
2,"Schine, GmbH"
2,"Schine, GmbH"
2,Valve
2,Edmund McMillen and Florian Himsl
2,Edmund McMillen and Florian Himsl
2,Edmund McMillen and Florian Himsl
2,Edmund McMillen and Florian Himsl
0,Ubisoft Montreal
2,DIMPS
0,Playbrains
2,Reloaded Productions
2,Reloaded Productions
2,Reloaded Productions
0,Red Duck Inc.
0,Red Duck Inc.
2,"Pixel Dash Studios, EQgames"
2,"Pixel Dash Studios, EQgames"
2,"Pixel Dash Studios, EQgames"
2,"Pixel Dash Studios, EQgames"
2,"Pixel Dash Studios, EQgames"
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2,Matthew Brown
2,Matthew Brown
2,Matthew Brown
0,Young Horses
0,Young Horses
0,Young Horses
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Bethesda Game Studios
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
0,Red Barrels
0,Red Barrels
0,Red Barrels
2,Valve
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,Reloaded Productions
2,Reloaded Productions
2,Reloaded Productions
0,Undead Labs
0,Undead Labs
0,Undead Labs
2,Valve
2,Geek Sloth Games
2,Geek Sloth Games
2,Geek Sloth Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Tripwire Interactive
2,LGK Games
2,LGK Games
2,Tripwire Interactive
2,Telltale Games
2,Facepunch Studios
2,Facepunch Studios
2,Avalanche Studios
2,Avalanche Studios
2,Valve
2,Valve
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
2,Fistful of Frags Team
2,Fistful of Frags Team
2,Fistful of Frags Team
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Facepunch Studios
2,Facepunch Studios
0,"Firaxis Games,Aspyr (Mac, Linux)"
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Lino Slahuschek
2,Lino Slahuschek
2,Eugen Systems
2,Yager Development
2,Yager Development
2,Valve
2,Valve
2,PlatinumGames
0,Freebird Games
0,Freebird Games
0,Freebird Games
2,Avalanche Studios
2,Avalanche Studios
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Codemasters Racing,Feral Interactive (Mac)"
2,"Codemasters Racing,Feral Interactive (Mac)"
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Soviet Games
2,Soviet Games
2,Soviet Games
2,Soviet Games
0,Torn Banner Studios
0,Torn Banner Studios
0,Obsidian Entertainment
0,Obsidian Entertainment
0,Valve
2,SEGA
2,SEGA
2,Dovetail Games
2,Tripwire Interactive
2,Tripwire Interactive
2,Tripwire Interactive
2,Dragonfly
2,Dragonfly
0,Turtle Rock Studios
0,Turtle Rock Studios
2,GameArt Studio GmbH
2,GameArt Studio GmbH
2,GameArt Studio GmbH
2,GameArt Studio GmbH
2,GameArt Studio GmbH
2,GameArt Studio GmbH
0,Wube Software LTD.
0,Wube Software LTD.
0,Wube Software LTD.
0,Wube Software LTD.
0,Wube Software LTD.
0,Maxis™
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
2,Valve
2,Valve
2,Team17 Digital Ltd
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Valve
2,Valve
0,Facepunch Studios
0,Facepunch Studios
0,Terry Cavanagh
0,Terry Cavanagh
2,Tripwire Interactive
2,"Codemasters Racing,Feral Interactive (Mac)"
2,"Codemasters Racing,Feral Interactive (Mac)"
2,Ninja Kiwi
2,Ninja Kiwi
0,Valve
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Eyebrow Interactive
0,Bossa Studios
0,Bossa Studios
0,Bossa Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Mint Age Studios
2,Mint Age Studios
2,Mint Age Studios
2,Mint Age Studios
0,Treyarch
2,Johannes Eski
2,Johannes Eski
2,Johannes Eski
2,Johannes Eski
2,Johannes Eski
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,House of Tales
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Avalanche Studios
2,Avalanche Studios
0,Beam Team Games
0,Beam Team Games
0,Beam Team Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Valve
2,Valve
2,Stout Games
2,Stout Games
0,Reloaded Productions
0,Reloaded Productions
0,Reloaded Productions
2,Urban Games
2,Urban Games
2,Urban Games
2,"Io-Interactive A/S,Feral Interactive (Mac)"
2,Facepunch Studios
2,Facepunch Studios
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Rockstar North
2,Rockstar North
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Tripwire Interactive
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
2,Scott Cawthon
2,Avalanche Studios
2,Avalanche Studios
0,Invent4 Entertainment
0,Valve
2,Valve
0,Valve
2,Valve
0,BlueGiant Interactive
0,BlueGiant Interactive
0,BlueGiant Interactive
2,Telltale Games
2,Valve
2,Valve
2,Capcom Vancouver
2,Capcom Vancouver
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
0,The Behemoth
0,The Behemoth
0,The Behemoth
0,The Behemoth
0,The Behemoth
0,Vogelsap
0,Vogelsap
2,Rockstar Games
2,Valve
2,Valve
0,Valve
0,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Valve
0,Valve
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,Ubisoft - San Francisco
2,Ubisoft - San Francisco
2,Star Gem Inc.
2,Star Gem Inc.
2,Star Gem Inc.
2,Star Gem Inc.
2,Facepunch Studios
2,Facepunch Studios
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,"2K Boston,2K Australia"
2,"2K Boston,2K Australia"
2,SCS Software
2,SCS Software
0,MachineGames
2,Swing Swing Submarine
2,Swing Swing Submarine
2,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)"
2,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)"
2,Valve
2,Valve
2,"Trek Industries, Inc"
2,"Trek Industries, Inc"
2,"Trek Industries, Inc"
2,"Trek Industries, Inc"
2,Relic Entertainment
2,Polytron Corporation
0,RobTop Games
0,RobTop Games
2,stage-nana
0,Bethesda Game Studios
0,Valve
0,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Polytron Corporation
2,marbenx
2,marbenx
2,marbenx
2,Bethesda Game Studios
2,SFB Games
2,SFB Games
2,SFB Games
2,Valve
2,Valve
2,Avalanche Studios
2,Avalanche Studios
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,800 North and Digital Ranch
2,800 North and Digital Ranch
2,Scott Cawthon
2,Scott Cawthon
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
0,"Sledgehammer Games,Raven Software"
0,Bethesda Game Studios
2,Valve
2,Valve
0,Hardsuit Labs
0,Hardsuit Labs
2,Introversion Software
2,Introversion Software
2,Introversion Software
0,Valve
0,Valve
2,Running With Scissors
2,Running With Scissors
2,Running With Scissors
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
0,Lab Zero Games
0,Lab Zero Games
0,Torn Banner Studios
0,Torn Banner Studios
0,tobyfox
0,tobyfox
2,Valve
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
0,CSR-Studios
0,CSR-Studios
0,CSR-Studios
2,"Monolith Productions, Inc."
2,"Monolith Productions, Inc."
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,"IMCGAMES Co.,Ltd."
2,"IMCGAMES Co.,Ltd."
2,"IMCGAMES Co.,Ltd."
2,Stout Games
2,Stout Games
2,Squad
2,Squad
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Galactic Cafe
2,Galactic Cafe
2,3909
2,3909
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Old School Games
0,Valve
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,OVERKILL Software
2,Paradox Development Studio
2,Paradox Development Studio
2,Katauri Interactive
2,Katauri Interactive
2,Valve
2,Valve
2,Deep Silver Volition
2,Deep Silver Volition
2,Lab Zero Games
2,Lab Zero Games
2,Valve
2,Valve
2,"Pinokl Games,Kverta"
2,"Pinokl Games,Kverta"
2,"Pinokl Games,Kverta"
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,Power of 2
0,Power of 2
0,Power of 2
0,Power of 2
0,Flying Wild Hog
0,Flying Wild Hog
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Synergy Team
2,Synergy Team
2,Bossa Studios
2,Bossa Studios
2,Bossa Studios
2,Blue Manchu
2,Blue Manchu
2,Blue Manchu
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
2,SCS Software
2,SCS Software
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,SCS Software
2,SCS Software
2,Paradox Development Studio
2,Paradox Development Studio
2,Valve
2,Squad
2,Squad
0,Bossa Studios
0,Bossa Studios
0,Bossa Studios
0,Bossa Studios
0,Rockstar North
0,Rockstar North
2,"Rocksteady Studios,Feral Interactive (Mac)"
2,"Rocksteady Studios,Feral Interactive (Mac)"
2,"Nicalis, Inc."
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Subset Games
2,Subset Games
2,Subset Games
0,Endnight Games Ltd
0,Endnight Games Ltd
0,Endnight Games Ltd
0,Endnight Games Ltd
0,Endnight Games Ltd
2,BioWare
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,JForce Games
2,JForce Games
2,Ubisoft
2,Ubisoft
2,Gaijin Games
2,Gaijin Games
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,Valve
2,Valve
0,Valve
0,Valve
2,Valve
2,Valve
2,Valve
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,"Hopoo Games, LLC"
2,"Hopoo Games, LLC"
2,"Hopoo Games, LLC"
0,Anisoptera Games
0,Anisoptera Games
0,Anisoptera Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Shining Gate Software
2,Shining Gate Software
2,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Wolfire Games
2,Wolfire Games
2,Valve
2,id Software
2,Valve
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,Valve
2,Valve
2,OVERKILL - a Starbreeze Studio.
2,OVERKILL - a Starbreeze Studio.
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Valve
2,Eugen Systems
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Obsidian Entertainment
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
0,Dead Shark Triplepunch
0,Dead Shark Triplepunch
0,Dead Shark Triplepunch
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,Eko Software
2,Eko Software
2,Eko Software
0,Valve
0,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,Ndemic Creations
2,Ndemic Creations
2,Ndemic Creations
2,Ndemic Creations
2,Valve
0,CD PROJEKT RED
0,Fullbright
0,Fullbright
2,Valve
0,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
0,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2,Zaratustra Productions
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
0,"Trek Industries, Inc"
2,"Maciej Targoni,Wojciech Wasiak"
2,"Maciej Targoni,Wojciech Wasiak"
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
0,Suspicious Developments
0,Suspicious Developments
0,Suspicious Developments
0,"Monolith Productions, Inc."
0,"Monolith Productions, Inc."
0,Valve
0,Valve
2,Machine Games
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,Valve
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Wube Software LTD.
2,Wube Software LTD.
2,Wube Software LTD.
2,Wube Software LTD.
2,Wube Software LTD.
0,Ubisoft Montreal
0,Ubisoft Montreal
0,Hyper Hippo Games
0,Hyper Hippo Games
0,Hyper Hippo Games
2,"Kaos Studios,Digital Extremes"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Tripwire Interactive
0,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,BANDAI NAMCO Studio Inc.
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Infinity Ward,Aspyr (Mac)"
2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
2,TaleWorlds Entertainment
2,TaleWorlds Entertainment
2,tobyfox
2,tobyfox
2,Valve
2,Valve
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,Trashmasters
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Runic Games
2,Runic Games
2,Runic Games
2,Runic Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
0,No data available
0,No data available
2,Telltale Games
2,BioWare
2,Free Lives
2,Free Lives
2,Free Lives
2,Free Lives
2,Muse Games
2,Muse Games
2,Muse Games
2,Muse Games
2,Valve
0,HyperSloth
0,HyperSloth
0,Deep Silver Volition
0,Deep Silver Volition
2,Digital Confectioners
2,Digital Confectioners
2,"Nicalis, Inc."
2,"Nicalis, Inc."
2,"Nicalis, Inc."
2,Valve
2,Black Pants Studio
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Rebellion
2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Noble Empire Corp.
2,Noble Empire Corp.
2,Noble Empire Corp.
0,Valve
0,Valve
0,Nadeo
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Team Meat
2,Dylan Fitterer
2,Childish Things
2,Childish Things
2,Ninja Theory
2,Ninja Theory
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Holy Priest
2,Holy Priest
2,Holy Priest
2,Holy Priest
2,Valve
2,Valve
2,InvertMouse
2,InvertMouse
2,Ubisoft Toronto
2,Ubisoft Toronto
2,Telltale Games
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,Valve
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Digital Extremes
2,Digital Extremes
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
2,Data Realms
2,Data Realms
2,Data Realms
2,Crows Crows Crows
2,Crows Crows Crows
2,"Firaxis Games,Aspyr (Mac, Linux)"
0,Limbic Entertainment
0,Limbic Entertainment
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Squad
2,Squad
2,Aperture Tag Team
2,Aperture Tag Team
2,Aperture Tag Team
2,Aperture Tag Team
2,"WB Games Montreal,Splash Damage"
2,"WB Games Montreal,Splash Damage"
2,Bethesda Game Studios
0,"M2H,Blackmill Games"
0,"M2H,Blackmill Games"
0,"M2H,Blackmill Games"
0,Wild Shadow Studios
0,Wild Shadow Studios
0,Wild Shadow Studios
0,Wild Shadow Studios
0,Wild Shadow Studios
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Archive Entertainment
0,Archive Entertainment
0,Archive Entertainment
0,Archive Entertainment
0,Archive Entertainment
0,Archive Entertainment
2,"Sledgehammer Games,Raven Software"
2,Giants Software
2,Valve
2,Valve
0,Dinosaur Polo Club
0,Dinosaur Polo Club
0,Dinosaur Polo Club
0,Facepunch Studios
0,Facepunch Studios
2,SCS Software
2,SCS Software
2,"Infinity Ward,Aspyr (Mac)"
2,Valve
2,MachineGames
2,Treyarch
2,Treyarch
2,GSC Game World
2,GSC Game World
2,Valve
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Reloaded Productions
2,Reloaded Productions
2,Reloaded Productions
0,"Psyonix, Inc."
0,"Psyonix, Inc."
0,"Psyonix, Inc."
0,"Psyonix, Inc."
0,Puny Human
0,Puny Human
2,Ninja Kiwi
2,Ninja Kiwi
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Holy Priest
2,Holy Priest
2,Holy Priest
2,Holy Priest
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
2,Phosphor Games Studio
0,OVERKILL - a Starbreeze Studio.
0,OVERKILL - a Starbreeze Studio.
2,Splash Damage
2,Splash Damage
2,Valve
2,Arkane Studios
2,Arkane Studios
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
